"HolderAddress","Balance","PendingBalanceUpdate"
"0x0075f958dd72f8b4af238e6aad642392680c8992","71.7899249257161","No"
"0x0136e7a0be4ea87c9dfbea2f3f05e14395e4baa2","215.488786806591","No"
"0x04b8cb83e9f732fa0c3faaccadca31c436f0d737","0.835202696539078","No"
"0x04bc436bf36ed0d65cd5b0619cc82740ee0027e2","177.663752239863","No"
"0x04f4d7ba0a2cb54e26e1a956a16cb10030453760","19.2760468735254","No"
"0x058b78dd16cfd9f3c83be1860aef13ab11821302","10.420666928849","No"
"0x07061238f1b101a1200be7f1dd2b00560c4eaccc","0.00595654581371472","No"
"0x07d8a603c0f12bc7e2c0579a9e298c1cb97ffa28","0.183665120615754","No"
"0x08104f6b615e8493221a480b13d9ed77fcc50e1f","0.789198281757444","No"
"0x08a3c2a819e3de7aca384c798269b3ce1cd0e437","1.84672737337E-07","No"
"0x08a6281009468d9ccefe28dfc8bb32b9548361f5","55300","No"
"0x08bcdeb1bc58f9c666dd7d1e7fd33f5c601471a0","35.2216272450945","No"
"0x099b6de892c3aaff43c8cfe9d63e47c1bdcb9766","50.5603926004086","No"
"0x09b0da950418b94ecbaf3db50400d60ec7be5f56","12590.7508035819","No"
"0x0c59d15c7424e4bd657e4d0d401a4225e7f8ba94","0.96572113205305","No"
"0x0eaf8cbc4e6988abfeca5b4a2c34df86a2746323","21.9878511946803","No"
"0x0eb677400654b8006e61d12f747af590d63c5ed7","334.582375901952","No"
"0x0f3946e9c2122d444af1392bd8364fa782bf4b0a","0.0466227122899952","No"
"0x0f7e26b70ee73f8d2ffce762048af276c8fbd963","0.563480515599065","No"
"0x100d99ddbe60eed382be1576ccd261b3ceb52a69","8.9325E-14","No"
"0x10b5f13f3d0e365f70853eb45e98e692f61c877d","45.930595787385","No"
"0x1111111254eeb25477b68fb85ed929f73a960582","1E-18","No"
"0x1171c16e9c43b27d4bb6ed105fe3321f1273e4f6","400","No"
"0x11ab03b2f668c60a1c547688f366fc5b9d42a6b9","269.292472535252","No"
"0x11b53f072e96a6bb96e39180a90dd4663dd804c2","138.287764567686","No"
"0x11dfec14262d41afdac36f0f0832bd28e7d45af0","0.936709302424098","No"
"0x1201d6f93f5c15d81c3123de418ccb643defacc1","5.80983E-13","No"
"0x12bb4f3474e1c2f1daf51073af7813125aca5cb9","402.798859525033","No"
"0x17a6965013af6147ff50f7f58332c81268390894","100","No"
"0x187be90c5ccc797ae79d9674b287984dfada159a","100","No"
"0x18eadc1c0659f1e4864580578627427d62b8c275","137.547949098758","No"
"0x19a55e59569348f4123d953c0bf2bfda741c4e82","1.1448861460573E-05","No"
"0x1a78b371008b098e4842d861886c210e97cec37c","2.7490645931154E-05","No"
"0x1ace7abbe68210a9fbe1c6c30019781f3e2eaf86","1448.1314578427","No"
"0x1ae243da0439e54a530034511add92eeaf371b1c","6.11411312809269","No"
"0x1b02ac18f9404711e42fb13302691a33e91f210b","328.324284817063","No"
"0x1b90d15b9f491bdf46f2a92576bc271434d9c638","4.18028186810554","No"
"0x1bbb45192079d6c055a463f5b582e20ff8c677f3","0.636731326541206","No"
"0x1e5c9c046a59edcff57dbdeb56e1df4e25849ab8","87.8794368603824","No"
"0x1e8717ec4e27f528f34d8acb7cb2c3424928ef9b","749.689797181909","No"
"0x1e87aab13c0c1f81caa07de607223e4a3f3a79a4","571.712020547521","No"
"0x2092bbdb817be666c29fbbd03fb9014476bc9240","50000000","No"
"0x21340c5da8a46058f18a1458186ecc0b31a88cca","0.524574105375369","No"
"0x216662999a8eed7cead00ab77080e6739a52720c","4.111E-14","No"
"0x224030f891006c76ef26b3a768d7792e8c89a960","996.532908980435","No"
"0x23138ed20f547183be218e26a33acc43e4e3fd83","2255.08934836446","No"
"0x247249e8f49b7e44517472fed2ce650e494c074a","376.10041469485","No"
"0x252c3fac878668c7e03fb6409d03b3b4e7391245","5.8E-17","No"
"0x25a6c2c6dc58b25ad81d2b04594df1c443486148","161.899069346497","No"
"0x2722b05bd10bdac3e56bedad397b4a51bfc9b9b6","105.587086271449","No"
"0x275c36ff291153d3be280c90cbc37b60b0a3404c","379.105426502488","No"
"0x2769d4a63477912ce30f84cbe9129b59a5a14a4f","3.4588759317791","No"
"0x2862439166acc0f6c47a5d3c7c07a8d4e3eb5faa","172.959390067405","No"
"0x28fbe2a615cdde00d77c7305f7569f84eadc4ed3","10.4571745598653","No"
"0x295bff341b2effee3c8d1211416b720ea0c7451e","225.602792237474","No"
"0x2be404eabf7b684d4797b7168d09294a888b6c5b","0.226484253354879","No"
"0x2c09bca5277217d57eeea7529100dd5a7a41ddf6","50.3358755266465","No"
"0x2d7fe42140d3756db4cfc9441ff7381443f1ebb8","10.7749812577134","No"
"0x2d8d1e3174b581a70e4fdedca1f10560e8dd744c","193.678715328733","No"
"0x2f2dd99235cb728fc79af575f1325eaa270f0c99","1E-18","No"
"0x2f333d3d5498d94560106fb5076bcf8e2c9dfcbe","0.84263848258814","No"
"0x2fe21fc5130e953b862d4a6048cfd016ecf3974d","4758.06362460302","No"
"0x30a98bc74cc6a10a36332802fdad70fee5160541","960.04670410074","No"
"0x30b6d27b008ab1bb6717a30f80ecd824030a9f7f","5.44276217770925","No"
"0x310ef41adea03319ceb1108a120f8782e1da4900","1500000","No"
"0x324bf528e31c9bcb20002f5b2f5b148c11ac7a7b","688.843750775236","No"
"0x333f3598180924e2eb9b841021a9fda65caf82f5","710.417670590065","No"
"0x33e0bfb620cdde0d17f5ed2efe070f30f2fe6a81","17139.6990186991","No"
"0x347cf90196340c2938c1d0988a6bbd52a797a82a","16","No"
"0x34815a54ab686d938d5cdd9062947537b2b9edda","0.917207807648138","No"
"0x35d50342fdacf0e00d80cd081119d865a6972d86","0.984405106331926","No"
"0x3821913fc2ed12d0ba3d4b56f191db1c7bafc76d","299.696446565264","No"
"0x384ff4cd8eabcc2765f215f695fe21c1ec426681","327.576711098233","No"
"0x3876a1671d5bb16213413158b89a6f4d02b1f25c","23.6859699165256","No"
"0x3880e0c6c96dee119ee8de3b84515a65b849d92d","11.0187300373278","No"
"0x3962e75acb7d6a68c289774b6ac0fb9dacfec5d2","26.3824945923656","No"
"0x39786c76037037fa6ad759780e501b65fc8b5b66","0.573803311134981","No"
"0x3ad7de3b9a445083a1c69e1b136ca5e2ea058324","335.354068366975","No"
"0x3b8d12f69a73b340a2403a353937668d14e7dedc","40.517763562221","No"
"0x3c504db18f7062b93c0deab757c1fc996c158c40","226.193049590797","No"
"0x3db7f737efe8ad90b9741ae1827fdc5e27489a1e","200","No"
"0x3ef95809372faad5a9ba905c574300eb37f503be","401273961.886145","No"
"0x3f23696b4fc66f0010adc243bb32ce79d770f491","53.2310172960373","No"
"0x3f2b31757f862ded7b98c6621b53b6656c199e6a","161.785577845031","No"
"0x4000c288f1145e84a7799a6f3913976fc494bf61","3188.25666771284","No"
"0x4059e94f431b2c48373c3cf962b257b7a4b1dc63","384.248779472313","No"
"0x40b5fd9361e768d8fb947268bd20df9c5da3e0dd","366.944702196578","No"
"0x4168361456967f525d23eb74d0b54437a3a02071","47.5180662413713","No"
"0x41e099e4a04194d0c4e7f879991c9b407445d5e5","17.274387534065","No"
"0x43a0217cc5cfd938525d0b56ee6ccb1bf714f526","75","No"
"0x4489103377000bc113d39827ee820f9f846ba48e","0.333007769215669","No"
"0x449774e801d03d425d370732f3378df5782c6f20","387.28335810532","No"
"0x45463020eeb67dbc101fa65a7f9f4b219a0137f2","31.454605276528","No"
"0x45b6c107df4a01ef2ad028aa0327140648956d8c","481.137994479436","No"
"0x46d5d7e3480da95d43b55a8195d8e6bce00ed4bb","10.5","No"
"0x46fdbfd93244e14af6f686d9c455062a3e6a4849","147.241908738091","No"
"0x4857c8c6558faaa5f9bf8ed5b1eac4b00d7bd2fe","1.10702526825994","No"
"0x4919c36f52865d018499e79f6bb216107b57168a","40","No"
"0x4a083475fd0bfb1ebb05d03d29794bc64696f3af","174.198881779282","No"
"0x4c3b0d819d0dc05364d173f4812644dcf50e9af6","0.00315446440383518","No"
"0x4c70d5b253c2e0c8131a7657fb7447ab1eca702c","100","No"
"0x4d5e066a4685e9f29cede8f847fbc338f267360e","402.161023151756","No"
"0x4d90185bd0b927011fc7ecfbf8da7b261868463e","0.717069558532974","No"
"0x4e2d5295873605a82de11853024cc1655030afd3","167.696414506575","No"
"0x4e311ff26c521ad7ca0383a673252b0b11ddb4b7","7","No"
"0x4e4c1dbf1c11c7adc8953af960503ba182659754","0.806362460302354","No"
"0x4e71eb3d5792142ce8fd98fd770acde00d2bca98","159138858.310895","No"
"0x50e2e09b3dcb1be58d58cb33a6b2c5eca16af5a2","266.472895294668","No"
"0x50fcac68a56cf3ee1d16816ce53f0cf51389eeb4","36.7992190986483","No"
"0x51f384971562740bf00b05e72cb069ee192e635a","200000","No"
"0x5270f251012eef27d30d5c7f7dba431c836e256e","0.403181230151177","No"
"0x53ef7317aaee83b550f36f7678b79a1143e12c6d","2.84910562395975","No"
"0x540f0fdd8fceb7f361c2ee3c042ab63f3adde10a","14.2471827244516","No"
"0x54a0833b8b9322d6dbbd961de4608f14a2c92abe","75.2023625208179","No"
"0x5514e9dacbd75c9e2c358d0830dc13fbda790a5f","2.57420561069698","No"
"0x56f362f6a3f81c6ad74e3dfc63e554db6d3da825","798.098745201142","No"
"0x57877fed03cbe9b2fd002b0f2eff67aa9b531282","1.16069868995633","No"
"0x579e8ef5301eb4d68dae43576c725e9ca246e3f1","676.376672887518","No"
"0x583d3495eb9c1a15b34f1f52235010d8eb3cea12","2621.56583187067","No"
"0x590c567f107498b257195a1b1a2aa0f5e8581fab","1.703E-15","No"
"0x59b4e8d10e122c7bbdf0508222c8a29b4861d7e9","230.599255365852","No"
