"HolderAddress","Balance","PendingBalanceUpdate"
"0x59b9f3b355eed35a15174dcadbe71f92f13c5010","13.7396587592268","No"
"0x5b49b8b585e145bb4762285cce16fb8e974fe377","191.63884600929","No"
"0x5c1a8e22cae3eb4ea50fbce560049075274ef988","679.276005645058","No"
"0x5c201aa381ad9e7b6107205a90e3f7059d90038d","3","No"
"0x5c61c82ab450c1bf9f7fb94ca6a48a7417348daf","5E-18","No"
"0x5e19b161c548a820cb97fb2b99a2964d4a81b7c2","2500.00012395358","No"
"0x606c4f30aa5717e48fc85f97daca8a9a8d2713b7","4980.857","No"
"0x60ce9cff80b7e426fb990a680186ea010601f385","7.79317669004966","No"
"0x613510f02cabb586bf563a94cb79dcd50e1b4e9f","98.1612724920605","No"
"0x6149528be854755956248c043957e103602e81b2","290.672262137798","No"
"0x627faaa13ca3d25bf959325d44543e04c99ccec8","926.354640235416","No"
"0x62c79b7deb74eeb67a52860ac69660bacb326b47","71.4283736997224","No"
"0x62f090eb2a050d5db0494bf2c071dbbc5215038b","0.842844712329579","No"
"0x635b70c04854c463a19496a193618a8f129a3fc0","100","No"
"0x63dc2824b3a4b5c68dc3f8310c80741877bf8611","200","No"
"0x63eba6ab81a65f065ddb4905e3a50313774c4fed","9.79664171526886","No"
"0x6580f6e37548368338110364e006c6e6a90df067","50","No"
"0x66642e91700ab3cfbfb7fee9b894d643c7376765","294.529211643703","No"
"0x666f1e50c0743f1894067bcd371f07f0e16558d7","1.23414401985523","No"
"0x6681b6bc535ed3146f6207390efaa9258ce7d523","215.122282269833","No"
"0x6694c714e3be435ad1e660c37ea78351092b0075","0.00167089745313412","No"
"0x6792a2b10064640b2598a36ad2fff04e7a615ceb","31.0241152258706","No"
"0x689fcd2688f0900ee8d75d0c6bc6c21182efefe7","77.004210219745","No"
"0x69afb743b037b635e8e254c19fe71ae67f0749e3","392.645089968242","No"
"0x6a9030305cc5cd64d6d06ef8292c376dfb83fb4c","126934.410982122","No"
"0x6b1db99c9a812901ea0fc0c4de3f9f1fe53acc65","500","No"
"0x6b8f8ae14bd0b4c86acd563f5aa970566ad04398","1704.65728088305","No"
"0x6bb18589e6bb3d89d3e4d0dafde252c79f0746b9","103.250009507201","No"
"0x6d6f74d4e7143abe562a228b71be89822500480d","0.797646251350581","No"
"0x6e300d553fed81ab251ef85fe1226f2a1d9b6e0a","63.6963467888083","No"
"0x6e98b5e1355c32866cf7be6ab06c95c4b92968a3","0.375585270751106","No"
"0x7012f47d5690f0c0473cc55f077fb81e7c6e1c26","33.9449193453489","No"
"0x71626c8fda1734006f11fd9113a45c00628189f7","200","No"
"0x71e450a8eefc3ec01727b086c88f513f893f9686","476.211911785278","No"
"0x728671ce3f48b398c0b36924adcbc37d67fd0741","5.4109E-14","No"
"0x729bd9c56e06e088eebf375d0ed27db9a16975d3","201.609395928125","No"
"0x73408dae6c28cf0274be4732c7c0f159669e232e","260.610090709142","No"
"0x735c8bf67470bb0ce69ad30d7b863c75fbde3c24","148.776770478249","No"
"0x74028bd0db1cbe295efdb88b0bb12c149da7a953","0.850053841314405","No"
"0x7477166d49d6d6fa41a5ab3a1c071f741b623277","0.00181230151177194","No"
"0x74a8df288187a21988c9574c40936547d5252abf","850","No"
"0x74c764d41b77dbbb4fe771dab1939b00b146894a","4407.34313590628","No"
"0x751e6765f762952fe33fd7b489be7dc72df39e7a","1.93268134448411","No"
"0x75287a41be021d805f232e26524b593610ea8160","91.6393571178499","No"
"0x76c9e967bb2f1d11359f9cdff125da36baaa7a81","73.0109495210723","No"
"0x770722e81d9f9741f992f968ef17c0c40974e19c","125.790387678213","No"
"0x7759e5e0b0d5e92ca3e625a41d252bd24e18549f","0.702214279652226","No"
"0x7925cb64d1ec47dc425704d14003239faa263512","106.741462685865","No"
"0x7b29106c9e25df6074e555ed41b368e03f3b85ad","0.4","No"
"0x7c5f910b0ecddbf9eaed7d83f7f130d0452aafc3","0.209938205238894","No"
"0x7d16053f9985c42fbaabd3e35ed33f486e256b02","0.439202367043869","No"
"0x7d63fbb3ee0d33b1d89deb62fa6f86a8a8ac2a2a","112.801617449796","No"
"0x7df1c0309bc730e75340f147ea3fb4f856d3113e","1139.35243187957","No"
"0x7fda57aa01cdb8b84ea26d5941eb6c08e75c847c","34.5031268451446","No"
"0x810bf1c0167cb409f5929ac7990b6165696009d2","20.8645850144294","No"
"0x82d9aadda882a89fa15a6b0966a668bc054ac28d","1000","No"
"0x8429d92f952ac6c8a3cd8a9c557a3a9ffa172869","1015861.18384459","No"
"0x846f6205a78d355f83d718b848025141c638b6bb","328783.308875047","No"
"0x86ecbf411cae23b24530f563c5f6c29a458f1752","1938.15950330722","No"
"0x86fc9dcc84d3e4d80a22f00af96ce3864977eb21","80","No"
"0x8817277f623699206f471ae8c5e966a9d17e1b24","0.675255411954942","No"
"0x88af2a57fb52012a01e803b0b25edee2c9a95dbf","81.2292324701984","No"
"0x88e812baea00b37d76963b4d07113de2e5e76f17","0.408769752354144","No"
"0x8dcec13237924813ae78a3b41a4dcb20e69b93bc","78.5798708343978","No"
"0x912039dc7d78050ccb8e75b3515f9a08348ee698","2248","No"
"0x91db907677cf5a98a187b55ee667f61e8299fb9e","73.6921810158427","No"
"0x935e58d5f9c6260a1a99a7a834be2c367dd156d0","0.1","No"
"0x93a358254aa8411f4c44bb1796240eec59c7227a","13.7343792380524","No"
"0x93f37d64ea6e4bc4bc228c26233693d37105b598","0.882538058891233","No"
"0x941658db1f8bf68148d1c0ef3b03b5dd0dd9ce73","5724.97778500044","No"
"0x95027a0ca4108e6d8985e99afc9d53d5b068bc6d","200","No"
"0x9581d4b8fca67f0f6f7d3802d2cc798c9cefb515","0.132617661823298","No"
"0x95c7fd519e4c0270984c7de743f0d0b1576500a3","50.6122879874764","No"
"0x962a0facac11022114dde2a86b3a5f605cf3929b","200.815758302719","No"
"0x96f58fb8cd1d2cc8733530af01f9a0c4f7563fb0","0.193124245228781","No"
"0x97bb7bbf62414376217d7e0394bea36c4d645c10","33785.7235797084","No"
"0x97be41e513ec482a1ce387411f8d10a7c107a683","34787297.4790064","No"
"0x994b376b12550b972d569922a9a20ecc0cbea05e","26.6377702371282","No"
"0x999999db8a4ab0bc9ad1d0dbca5c77a8d28cc258","413.374518055699","No"
"0x9a77a88ab1e4b6e0d99862eb14ed33734edcc237","239.895854575305","No"
"0x9a842cc0fbe1bebf5f83169a8dac5315e7917de4","47667570.1203273","No"
"0x9a84fd0a6a26bfad0c6592fbcd983bdb36e38ab4","1.15E-16","No"
"0x9b045b6589ff0044f97901b742609eb34ee96949","50.2066508890068","No"
"0x9b24d9d10bae52bd0ec8119e0560dd75d657bb3b","100","No"
"0x9b493ebb7927129401c13573e4c89afa73905df9","65.9726547312682","No"
"0x9b4a4b447a6de7e769d7a0a4dcf8be8d5ff308e9","3","No"
"0x9b71aca4149bfff62c45186ef3b8ce25b595bc9b","330.076981912132","No"
"0x9ca7db0398a00ba981c46e350e9a7c3f9ccdbaa9","174.377282432058","No"
"0x9dbbc56dadf03d51db04361d56b91b7f71fedce6","500","No"
"0x9ea1f7ee7f9e049f289acc97ad1bf23462360b6e","41.313234027247","No"
"0x9ed8524963f85eea18bc932d818c34790847dd09","490.806362460302","No"
"0x9ee021297abb8c285104a064564a7bbd6a6ce835","66.6183269159876","No"
"0x9f606948a8a643d23b064e021af0ffe554d3955c","3.61029597160657","No"
"0x9f901191554ac4bdf7ad2ef6ed69db331bfae78a","10.1352986502058","No"
"0x9fbb94c613a59470e5897843a74dbb9029544828","574.243444078554","No"
"0xa01cadbdb5ffc17f9b6a9d11b5cb6af40979fe71","99.4543550308098","No"
"0xa0446d8804611944f1b527ecd37d7dcbe442caba","1.438612689013E-05","No"
"0xa1aea1b69536f5d1bd4582932efbaf4301b5e905","121.140468388638","No"
"0xa1df37a074029210b2e2d9b64d58a70436a5ef93","9.35045611912651","No"
"0xa1f672eb45bda948d2aea523d98b0a340308e28f","14.7241908738091","No"
"0xa1ffa88be0c2d0bdc68d11cecf77ccd74928c0c1","0.846516092927191","No"
"0xa22397e1ccfdbe5873048f9403298bd9ff93f41f","33.6019318076334","No"
"0xa2403e5fb6ee4a0361a28e96c70589b9bac6b00f","79.0667369137174","No"
"0xa2966908f05b065d7006c25d91f991b3260c9250","858.571215065578","No"
"0xa310bc061bc58dab243e381e9662909fa15ae19f","225.897631611004","No"
"0xa39929bc8dce594fec68b841dcc98a929352d692","0.407644649517716","No"
"0xa3ccbee1729f2d744fe2325c25199cf0e670fc44","0.755059898425324","No"
"0xa4317ab9d7df7453d8e0853415e04f7e3a78f78f","0.00181230151177194","No"
"0xa4e075c42045b2f769c4ccfa69d753fa9d176235","100","No"
"0xa60638304eb24c5581e9f57abfac40cc9f0187c8","6.22137714776194","No"
"0xa6cf4bff36844ab83899db4443a9371a42e78da3","0.071092673370231","No"
"0xa720a2c9183035c1d6023f364a22cd557cd93912","1.28444642080291","No"
"0xa779ce177555284baf953de8a3246ba2444a2d34","6396737.82188884","No"
"0xa7d2a9fe08d79bc6a6ee02be933e4539bc752318","2389.51655095228","No"
"0xa80ac94edabf24ec1cb916e9f75d1930d93d4320","98.1612724920605","No"
"0xa8b44f6d3aaac8df22d0a8bc54cdd99ed44f6c72","7.08004503038577","No"
"0xa8b64347b0f9dcddda307f3d1cfefe4d38ad813a","96.9381503629112","No"
"0xa8ef1065b278d56c319f4ac388e98231b7523ed7","1973.7899744373","No"
"0xa9d85575efed45ed034e65ec6636b38118252375","49.0806362460302","No"
"0xaa1c544f1e4b0ecbc570b7e161728e003d0899d5","12.673160348736","No"
"0xaa2de37ee4cf8825151b9af083f106fe6268c2c4","8.307E-15","No"
"0xaae16c984ca5245e6ac3c646c1fb3a9695d2f412","719.121816775346","No"
"0xab5beaa0267f3e9d0ea48df1fa767414f7728bdd","20.3516391784179","No"
"0xabc568abb1398957e452e15c20dfe207c0dd75aa","17.6561495647458","No"
"0xac642a042527a8e18d2f60665e5b15b7098e1509","0.0168377797364698","No"
"0xadb5884b2a5a18f8c64a21c352a4c7af599f52da","300","No"
"0xadfcfd1f6c833398b75669bb93fd73f7272d7dcb","0.0434701189335342","No"
"0xb00d51d3992bc412f783d0e21edcf952ce651d91","4.65459921132799","No"
"0xb0159a82a4b3e6082bc289fb446bad6926c5c1d7","643.564453722212","No"
"0xb0bbf5bdd1729fe6d12203eaff7e073d681abb4e","171.735403973996","No"
"0xb17727460126809d41d21f0c642fa8cbfdc9eecf","62.2654099658352","No"
"0xb2fbe64095d35d656ce197f29f1198ff470f93f2","100","No"
"0xb45a2dda996c32e93b8c47098e90ed0e7ab18e39","1.766902902","No"
"0xb69aa19e51e54ef28b24eed2a0a2b4de951c475c","0.731123246477208","No"
"0xb6e7153ba2c5ced7cb16c1b5625924afd47f5bf1","32.7334481307698","No"
"0xb78d5aa80664a45507513522fe48190fe10eb270","2.04282086094457","No"
"0xb7d41819e5bc5635d03a6bb5bc84e326d2323757","1099.91606657191","No"
"0xb7edc124e99572f58af97521b3600350b6bfb783","9.52362825265E-07","No"
"0xb844c9b846e5fd57fe9f5135640af303834a1b5d","21.4402542569991","No"
"0xb87b3b472b002032955c1a346bb05e9c8d8a8a5a","112.272135459694","No"
"0xb9717567a65dc1eae34450fc9c172c16c3b4ac61","311.46176188011","No"
"0xba5341e39d42e8f05ea6811aa88a908e80be6a4d","32.5320886745745","No"
"0xbebe18d02b47eae7cd31c6d4f6d82353fa69f431","0.726722859330743","No"
"0xbf2d4b2443e999fb436d2f88df889f674cdf789f","100.03796521261","No"
"0xc07144082b1ffb7e837dcac09b7bcb367edb169f","200","No"
"0xc0a4cd971aea5133a1f68f1c00f6d72d75858eaf","0.77503957687459","No"
"0xc0bd79c12bc9fb1d2b5882a5ed7ad98ff3398747","300","No"
"0xc17c3f902b3c04a9cd4e02ae7da453bb7d66a10b","35.209131332392","No"
"0xc30cf256dfc731193a4fe2b02c89bf1815ec70a5","1.39291114486191","No"
"0xc321d920aa5c7172b05eb737d5fccc1b7e30ed65","21.9190889434918","No"
"0xc38782808b0b457c5f39681b3be9ee53f8aa87fb","1472.41908738091","No"
"0xc4a6d25334a3e578aa6c3d23d241587de7011f4a","280.117449138627","No"
"0xc4dc2a36d88e73b38f3e2dd2f8115fa023506e56","0.0468791906600693","No"
"0xc53e0710035f965b503fc11d9bc461b7df311f48","6.9194E-14","No"
"0xc65883a064ab49eec13ca7e052e481868b00faf5","243.017513687581","No"
"0xc7baebd108864619a916670601aa41beb5161a0e","1","No"
"0xc81a251fd7372dee920831caa651712983d9815c","112.932545099962","No"
"0xc953f7b17a39844d2cce590a01fda1059acf7894","6.097E-15","No"
"0xc96a09fae423fe8de0741ba12c16f87f23a0d7e2","231.82626048041","No"
"0xcc14ea1e3478e9753d39490ea50fea609bf7f819","2166.09561697214","No"
"0xccd0b439ff245eb55b65923b596e4ff61de4a9da","324.396301465837","No"
"0xcd81917ff5313d02d7da3d47a9afcd3f635c36e3","19645.9572516771","No"
"0xce1790203704c375730caa17ee84c4b1ce7d5175","1529844.2702933","No"
"0xcff5575beca0b051235a1932519a15e47de92a4b","0.986307399173003","No"
"0xd0dcedc3652e650c43624040d1ab60af50bbf378","1555.13448827442","No"
"0xd1ddac56358a3f976e24ce29ce6c607e4678786a","26.3382079679053","No"
"0xd2dd83a526b2e6eb12062fcfd47b0f8371d813f9","63.5950801685994","No"
"0xd31365cb6ac551f2cad8fcab5d8a49e894be1ae3","28.9086953471638","No"
"0xd34d378f9998b7ebe633ad40f754845a468fa78b","615.211744603322","No"
"0xd350c3b507c3c02b596241efc6a859011317fd8a","0.358999444444444","No"
"0xd3899a962f88ae893d23801c38665ed53db2433b","1797.67938581656","No"
"0xd44eac671c3fccbedcabc1d13e9251f12f14b2fd","1421","No"
"0xd45accf4512af9ceac4c3ab0e770f54212cdf9ac","205.509143772882","No"
"0xd4aedabde7f53f369130ec7800f942a06ed93882","479.255200294761","No"
"0xd4ca4f166d3717fc2131a98c245985fc61b331eb","5.43503716277077","No"
"0xd515367271a5f3e077a6b96cb81d86d3a002f6ff","0.629902131988259","No"
"0xd53c48759e516cab89bbc36b57128755d0b8f691","524.138028860956","No"
"0xd5cef7490bfa27dfe211519977a03470facfb64a","0.631315973817364","No"
"0xd8db2a141dd16afabeb3595fbedde2d432a1ce82","136.578966779793","No"
"0xd990ef33d359edbb93154a0685972f62ba1f362a","1112.07740867518","No"
"0xd9988b4b5bbc53a794240496cfa9bf5b1f8e0523","1E-18","No"
"0xd9bac24be81ac1737d62d1f2845a8f09b0b6722b","1168517.38782414","No"
"0xdb80dc3fe88451023bb883e237d0a39d8065afee","15.6489725649836","No"
"0xdbce239dcd1437f08c8ff01bd6d80d304d931fd6","1254.03181230151","No"
"0xdc0b0a1b1badf1a5f6d8540feb3c0b844a54ffb9","1963.22544984121","No"
"0xdcee71098a2a6ed098bf976a27201dc7c2e46681","235224013.304433","No"
"0xdd09ed26279f22dee238d2737fef22b6873b7c1c","24.9075915661645","No"
"0xdd2739e731b584f5b0a2ef07054a1229abc4dd42","3.55204734094914","No"
"0xdd4f868caef1d2dd5dd5f4d405117d68fec3f628","0.241908738090706","No"
"0xddd263ff86706bf99d85b59bcc02353072241825","401.673825664418","No"
"0xde33bfa7c09ba9c4d0ea03f0d14d7bd5b68b3004","27499043.2680683","No"
"0xde927dcaa8f783efc2a4b17ee4ac7ac30319c472","0.859776522796275","No"
"0xdea0c9190c8b611f4464abc09f20065b3832bf22","129.561791823101","No"
"0xded14e3bcd5c629a173da23ba648e0d56e7a3d96","2.963E-15","No"
"0xdf49a30ad409b7a6d59a008a28689c3b4d0686cc","115.443476238346","No"
"0xe0f4a7fc22b605480545f2f24e88a9d801b67fd6","24.3948717484538","No"
"0xe1b7ecb20ac434bc0d61078cf68ebf0cb2dced0b","0.337398024130645","No"
"0xe1f59c522744b5e43bd8120019005ec30e0aff07","33672672.1531568","No"
"0xe20b1e22b7d763090eff5bbb88e14ba79e821727","200","No"
"0xe273537a93aa35cbcc2641d4181bdd2d70e0ab6e","30.4801984596279","No"
"0xe2adf8b22acf982166ea8890cbd9c846ef5c5715","245.403181230151","No"
"0xe2ec80ae3e26e396864d478c865794f997090ee9","890.10476520052","No"
"0xe377f29953ca1310baba1f1d92f7e720eede144a","1019.2522237268","No"
"0xe57b56cb35c57eead00e198c7d6e6506a2acb6ab","0.000153534046304831","No"
"0xe727dc09b1a59f332273edc85ac73a3a2cea182c","143.200203360699","No"
"0xe73b10b9f4364d4fc5f2afab45f3bacd3e360247","8.85450391152405","No"
"0xe7657584d6b3a8b2ba51d2739a9978a99e793b2a","0.00121407016081056","No"
"0xe7b08aba6af0177451ec7a420d89c1dc0a25030d","3.85626904469331","No"
"0xe9670308b45fd82a7313844cfaa6d814d474999b","1.85967846517673","No"
"0xe9e5a2e72d9f99b6f2f522cd6f8b4c88a3da4a8e","172","No"
"0xeaa7ca20e5ec139b2ebd4d5973ec4a679ea000ed","50000","No"
"0xeadbec94c5f9061b9a277f9dbb4739768c4b7a2c","311.557941113881","No"
"0xeb9f3395f0d865dba867c4f8fbdccf97cccd0c37","2212.57730753926","No"
"0xebf6caf61daf53dc92b6a9b030cf642fd4c1103c","0.604528579930237","No"
"0xec0aeefc25aa14b3ae3cbdc9736c366eb09a0444","0.606781696429698","No"
"0xec16aa76ac98fcb3f9ad999600fa7a254e5bd558","200","No"
"0xec557f9e96612fb6272a45c90a9ff3fea6c5c1f0","43.0664249411304","No"
"0xecc457c068dd69a8cdb4b0ed4e1d4d60ae9486e1","5.44069703511907","No"
"0xed83a88af983efb10184a8fd13e4695a40a77d85","361.339690048947","No"
"0xedfb6c459f3fb72abde9e0170beae4cee3df939d","111.454568768924","No"
"0xee6ea36c851036e1c48c32607c9d07fec5929a6a","17.515690939668","No"
"0xef0e5397469233bb52178ddac48e4637bb5002cb","6.426E-15","No"
"0xef133e24f6fead55688f7397444c178c0d188eb9","1.547E-15","No"
"0xefdff9913845070c02e66d3fcb38a39793df64e6","1.546E-15","No"
